,Country/Region,Continent_Code,Continent_Name,Year-Month,Confirmed_Case,Deaths_Case,Recovered_Case,Confirmed_Perc_Change,Deaths_Perc_Change,Recovered_Perc_Change
866,Congo (Brazzaville),AF,Africa,2020-09-30,5089,89,3887,0.28,0.14,1.23
867,Congo (Brazzaville),AF,Africa,2020-10-31,5290,92,3887,0.04,0.03,0.0
868,Congo (Brazzaville),AF,Africa,2020-12-31,7107,108,5846,0.34,0.17,0.5
869,Congo (Brazzaville),AF,Africa,2021-01-31,7887,117,5846,0.11,0.08,0.0
870,Congo (Brazzaville),AF,Africa,2021-02-28,8820,128,7019,0.12,0.09,0.2
871,Congo (Brazzaville),AF,Africa,2021-03-31,9681,135,8208,0.1,0.05,0.17
872,Congo (Brazzaville),AF,Africa,2021-04-30,10678,144,8208,0.1,0.07,0.0
873,Congo (Brazzaville),AF,Africa,2021-05-31,11658,153,8208,0.09,0.06,0.0
874,Congo (Brazzaville),AF,Africa,2021-06-30,12596,165,11211,0.08,0.08,0.37
875,Congo (Brazzaville),AF,Africa,2021-07-31,13186,178,12421,0.05,0.08,0.11
876,Congo (Brazzaville),AF,Africa,2021-08-31,13588,183,0,0.03,0.03,-1.0
877,Congo (Brazzaville),AF,Africa,2021-09-30,14244,193,0,0.05,0.05,
878,Congo (Brazzaville),AF,Africa,2021-10-31,17323,258,0,0.22,0.34,
879,Congo (Brazzaville),AF,Africa,2021-11-06,17944,297,0,0.04,0.15,
880,Congo (Kinshasa),AF,Africa,2020-01-31,0,0,0,,,
881,Congo (Kinshasa),AF,Africa,2020-02-29,0,0,0,,,
882,Congo (Kinshasa),AF,Africa,2020-03-31,98,8,2,inf,inf,inf
883,Congo (Kinshasa),AF,Africa,2020-04-30,572,31,73,4.84,2.88,35.5
884,Congo (Kinshasa),AF,Africa,2020-05-31,3070,72,448,4.37,1.32,5.14
885,Congo (Kinshasa),AF,Africa,2020-06-30,7039,170,1426,1.29,1.36,2.18
886,Congo (Kinshasa),AF,Africa,2020-07-31,9070,215,6796,0.29,0.26,3.77
887,Congo (Kinshasa),AF,Africa,2020-08-31,10097,258,9133,0.11,0.2,0.34
888,Congo (Kinshasa),AF,Africa,2020-09-30,10659,272,10139,0.06,0.05,0.11
889,Congo (Kinshasa),AF,Africa,2020-10-31,11306,307,10585,0.06,0.13,0.04
890,Congo (Kinshasa),AF,Africa,2020-12-31,17658,591,14701,0.56,0.93,0.39
891,Congo (Kinshasa),AF,Africa,2021-01-31,22771,671,15031,0.29,0.14,0.02
892,Congo (Kinshasa),AF,Africa,2021-02-28,25913,707,18951,0.14,0.05,0.26
893,Congo (Kinshasa),AF,Africa,2021-03-31,28142,743,25444,0.09,0.05,0.34
894,Congo (Kinshasa),AF,Africa,2021-04-30,29853,766,26219,0.06,0.03,0.03
895,Congo (Kinshasa),AF,Africa,2021-05-31,31651,782,27665,0.06,0.02,0.06
896,Congo (Kinshasa),AF,Africa,2021-06-30,40836,924,28268,0.29,0.18,0.02
897,Congo (Kinshasa),AF,Africa,2021-07-31,49917,1038,29994,0.22,0.12,0.06
898,Congo (Kinshasa),AF,Africa,2021-08-31,54863,1059,0,0.1,0.02,-1.0
899,Congo (Kinshasa),AF,Africa,2021-09-30,56937,1084,0,0.04,0.02,
900,Congo (Kinshasa),AF,Africa,2021-10-31,57470,1091,0,0.01,0.01,
901,Congo (Kinshasa),AF,Africa,2021-11-06,57605,1098,0,0.0,0.01,
902,Costa Rica,NA,North America,2020-01-31,0,0,0,,,
903,Costa Rica,NA,North America,2020-02-29,0,0,0,,,
904,Costa Rica,NA,North America,2020-03-31,347,2,4,inf,inf,inf
905,Costa Rica,NA,North America,2020-04-30,719,6,338,1.07,2.0,83.5
906,Costa Rica,NA,North America,2020-05-31,1056,10,669,0.47,0.67,0.98
907,Costa Rica,NA,North America,2020-06-30,3459,16,1436,2.28,0.6,1.15
908,Costa Rica,NA,North America,2020-07-31,17820,150,4404,4.15,8.38,2.07
909,Costa Rica,NA,North America,2020-08-31,41287,436,16056,1.32,1.91,2.65
910,Costa Rica,NA,North America,2020-09-30,75760,904,37841,0.83,1.07,1.36
911,Costa Rica,NA,North America,2020-10-31,109971,1385,66719,0.45,0.53,0.76
912,Costa Rica,NA,North America,2020-12-31,169321,2185,131923,0.54,0.58,0.98
913,Costa Rica,NA,North America,2021-01-31,193276,2604,151952,0.14,0.19,0.15
914,Costa Rica,NA,North America,2021-02-28,204341,2800,177099,0.06,0.08,0.17
915,Costa Rica,NA,North America,2021-03-31,216764,2957,192699,0.06,0.06,0.09
916,Costa Rica,NA,North America,2021-04-30,250991,3231,203009,0.16,0.09,0.05
917,Costa Rica,NA,North America,2021-05-31,318986,4041,243495,0.27,0.25,0.2
918,Costa Rica,NA,North America,2021-06-30,367938,4667,293532,0.15,0.15,0.21
919,Costa Rica,NA,North America,2021-07-31,406814,5030,329639,0.11,0.08,0.12
920,Costa Rica,NA,North America,2021-08-31,463726,5506,0,0.14,0.09,-1.0
921,Costa Rica,NA,North America,2021-09-30,532185,6386,0,0.15,0.16,
922,Costa Rica,NA,North America,2021-10-31,559698,7029,0,0.05,0.1,
923,Costa Rica,NA,North America,2021-11-06,562316,7134,0,0.0,0.01,
924,Cote d'Ivoire,AF,Africa,2020-01-31,0,0,0,,,
925,Cote d'Ivoire,AF,Africa,2020-02-29,0,0,0,,,
926,Cote d'Ivoire,AF,Africa,2020-03-31,179,1,7,inf,inf,inf
927,Cote d'Ivoire,AF,Africa,2020-04-30,1275,14,574,6.12,13.0,81.0
928,Cote d'Ivoire,AF,Africa,2020-05-31,2833,33,1435,1.22,1.36,1.5
929,Cote d'Ivoire,AF,Africa,2020-06-30,9499,68,4273,2.35,1.06,1.98
930,Cote d'Ivoire,AF,Africa,2020-07-31,16047,102,11428,0.69,0.5,1.67
931,Cote d'Ivoire,AF,Africa,2020-08-31,18067,117,16699,0.13,0.15,0.46
932,Cote d'Ivoire,AF,Africa,2020-09-30,19724,120,19291,0.09,0.03,0.16
933,Cote d'Ivoire,AF,Africa,2020-10-31,20716,126,20365,0.05,0.05,0.06
934,Cote d'Ivoire,AF,Africa,2020-12-31,22490,137,21934,0.09,0.09,0.08
935,Cote d'Ivoire,AF,Africa,2021-01-31,28399,154,26007,0.26,0.12,0.19
936,Cote d'Ivoire,AF,Africa,2021-02-28,32754,192,32624,0.15,0.25,0.25
937,Cote d'Ivoire,AF,Africa,2021-03-31,43889,244,40254,0.34,0.27,0.23
938,Cote d'Ivoire,AF,Africa,2021-04-30,46036,286,45526,0.05,0.17,0.13
939,Cote d'Ivoire,AF,Africa,2021-05-31,47292,305,46702,0.03,0.07,0.03
940,Cote d'Ivoire,AF,Africa,2021-06-30,48305,313,47834,0.02,0.03,0.02
941,Cote d'Ivoire,AF,Africa,2021-07-31,50135,329,49261,0.04,0.05,0.03
942,Cote d'Ivoire,AF,Africa,2021-08-31,55669,441,0,0.11,0.34,-1.0
943,Cote d'Ivoire,AF,Africa,2021-09-30,60253,624,0,0.08,0.41,
944,Cote d'Ivoire,AF,Africa,2021-10-31,61297,695,0,0.02,0.11,
945,Cote d'Ivoire,AF,Africa,2021-11-06,61404,699,0,0.0,0.01,
946,Croatia,EU,Europe,2020-01-31,0,0,0,,,
947,Croatia,EU,Europe,2020-02-29,6,0,0,inf,,
948,Croatia,EU,Europe,2020-03-31,867,6,67,143.5,inf,inf
949,Croatia,EU,Europe,2020-04-30,2076,69,1348,1.39,10.5,19.12
950,Croatia,EU,Europe,2020-05-31,2246,103,2072,0.08,0.49,0.54
951,Croatia,EU,Europe,2020-06-30,2777,107,2155,0.24,0.04,0.04
952,Croatia,EU,Europe,2020-07-31,5139,145,4267,0.85,0.36,0.98
953,Croatia,EU,Europe,2020-08-31,10269,186,7434,1.0,0.28,0.74
954,Croatia,EU,Europe,2020-09-30,16593,280,15057,0.62,0.51,1.03
955,Croatia,EU,Europe,2020-10-31,49316,546,32818,1.97,0.95,1.18
956,Croatia,EU,Europe,2020-12-31,210837,3920,198018,3.28,6.18,5.03
957,Croatia,EU,Europe,2021-01-31,232426,5027,224476,0.1,0.28,0.13
958,Croatia,EU,Europe,2021-02-28,242973,5526,234234,0.05,0.1,0.04
959,Croatia,EU,Europe,2021-03-31,271632,5947,254379,0.12,0.08,0.09
960,Croatia,EU,Europe,2021-04-30,332183,7081,310595,0.22,0.19,0.22
961,Croatia,EU,Europe,2021-05-31,356181,8026,346220,0.07,0.13,0.11
962,Croatia,EU,Europe,2021-06-30,359872,8206,351170,0.01,0.02,0.01
963,Croatia,EU,Europe,2021-07-31,363615,8259,354238,0.01,0.01,0.01
964,Croatia,EU,Europe,2021-08-31,373998,8334,0,0.03,0.01,-1.0
965,Croatia,EU,Europe,2021-09-30,404790,8640,0,0.08,0.04,
966,Croatia,EU,Europe,2021-10-31,470348,9220,0,0.16,0.07,
967,Croatia,EU,Europe,2021-11-06,497168,9450,0,0.06,0.02,
968,Cuba,NA,North America,2020-01-31,0,0,0,,,
969,Cuba,NA,North America,2020-02-29,0,0,0,,,
970,Cuba,NA,North America,2020-03-31,186,6,8,inf,inf,inf
971,Cuba,NA,North America,2020-04-30,1501,61,681,7.07,9.17,84.12
972,Cuba,NA,North America,2020-05-31,2045,83,1809,0.36,0.36,1.66
973,Cuba,NA,North America,2020-06-30,2341,86,2214,0.14,0.04,0.22
974,Cuba,NA,North America,2020-07-31,2608,87,2355,0.11,0.01,0.06
975,Cuba,NA,North America,2020-08-31,4032,94,3378,0.55,0.08,0.43
976,Cuba,NA,North America,2020-09-30,5597,122,4893,0.39,0.3,0.45
977,Cuba,NA,North America,2020-10-31,6887,128,6245,0.23,0.05,0.28
978,Cuba,NA,North America,2020-12-31,11863,146,10125,0.72,0.14,0.62
979,Cuba,NA,North America,2021-01-31,26686,214,20863,1.25,0.47,1.06
980,Cuba,NA,North America,2021-02-28,49779,322,45242,0.87,0.5,1.17
981,Cuba,NA,North America,2021-03-31,75263,424,70614,0.51,0.32,0.56
982,Cuba,NA,North America,2021-04-30,106707,644,100603,0.42,0.52,0.42
983,Cuba,NA,North America,2021-05-31,142266,958,135216,0.33,0.49,0.34
984,Cuba,NA,North America,2021-06-30,190993,1284,174151,0.34,0.34,0.29
985,Cuba,NA,North America,2021-07-31,384596,2758,338968,1.01,1.15,0.95
986,Cuba,NA,North America,2021-08-31,652855,5303,0,0.7,0.92,-1.0
987,Cuba,NA,North America,2021-09-30,877428,7436,0,0.34,0.4,
988,Cuba,NA,North America,2021-10-31,952001,8236,0,0.08,0.11,
989,Cuba,NA,North America,2021-11-06,955498,8261,0,0.0,0.0,
990,Cyprus,AS,Asia,2020-01-31,0,0,0,,,
991,Cyprus,AS,Asia,2020-02-29,0,0,0,,,
992,Cyprus,AS,Asia,2020-03-31,230,7,23,inf,inf,inf
993,Cyprus,AS,Asia,2020-04-30,843,15,296,2.67,1.14,11.87
994,Cyprus,AS,Asia,2020-05-31,943,17,790,0.12,0.13,1.67
995,Cyprus,AS,Asia,2020-06-30,996,19,833,0.06,0.12,0.05
996,Cyprus,AS,Asia,2020-07-31,1084,19,852,0.09,0.0,0.02
997,Cyprus,AS,Asia,2020-08-31,1487,21,1139,0.37,0.11,0.34
998,Cyprus,AS,Asia,2020-09-30,1743,22,1369,0.17,0.05,0.2
999,Cyprus,AS,Asia,2020-10-31,4217,25,1882,1.42,0.14,0.37
1000,Cyprus,AS,Asia,2020-12-31,22346,120,2057,4.3,3.8,0.09
1001,Cyprus,AS,Asia,2021-01-31,31227,198,2057,0.4,0.65,0.0
1002,Cyprus,AS,Asia,2021-02-28,34935,232,2057,0.12,0.17,0.0
1003,Cyprus,AS,Asia,2021-03-31,46105,257,2057,0.32,0.11,0.0
1004,Cyprus,AS,Asia,2021-04-30,66202,309,39061,0.44,0.2,17.99
1005,Cyprus,AS,Asia,2021-05-31,73483,361,39061,0.11,0.17,0.0
1006,Cyprus,AS,Asia,2021-06-30,76552,375,39061,0.04,0.04,0.0
1007,Cyprus,AS,Asia,2021-07-31,102926,420,39061,0.34,0.12,0.0
1008,Cyprus,AS,Asia,2021-08-31,115310,510,0,0.12,0.21,-1.0
1009,Cyprus,AS,Asia,2021-09-30,120143,552,0,0.04,0.08,
1010,Cyprus,AS,Asia,2021-10-31,124017,575,0,0.03,0.04,
1011,Cyprus,AS,Asia,2021-11-06,125413,577,0,0.01,0.0,
1012,Czechia,EU,Europe,2020-01-31,0,0,0,,,
1013,Czechia,EU,Europe,2020-02-29,0,0,0,,,
1014,Czechia,EU,Europe,2020-03-31,3308,31,45,inf,inf,inf
1015,Czechia,EU,Europe,2020-04-30,7682,236,3314,1.32,6.61,72.64
1016,Czechia,EU,Europe,2020-05-31,9268,320,6558,0.21,0.36,0.98
1017,Czechia,EU,Europe,2020-06-30,11954,349,7771,0.29,0.09,0.18
1018,Czechia,EU,Europe,2020-07-31,16574,382,11569,0.39,0.09,0.49
1019,Czechia,EU,Europe,2020-08-31,24618,424,17807,0.49,0.11,0.54
1020,Czechia,EU,Europe,2020-09-30,70763,655,33443,1.87,0.54,0.88
1021,Czechia,EU,Europe,2020-10-31,335102,3251,143359,3.74,3.96,3.29
1022,Czechia,EU,Europe,2020-12-31,718661,11580,592581,1.14,2.56,3.13
1023,Czechia,EU,Europe,2021-01-31,984774,16308,871917,0.37,0.41,0.47
1024,Czechia,EU,Europe,2021-02-28,1235480,20339,1067557,0.25,0.25,0.22
1025,Czechia,EU,Europe,2021-03-31,1532332,26421,1366461,0.24,0.3,0.28
1026,Czechia,EU,Europe,2021-04-30,1630758,29267,1549439,0.06,0.11,0.13
1027,Czechia,EU,Europe,2021-05-31,1661272,30108,1620098,0.02,0.03,0.05
1028,Czechia,EU,Europe,2021-06-30,1667287,30303,1635579,0.0,0.01,0.01
1029,Czechia,EU,Europe,2021-07-31,1673576,30373,1640314,0.0,0.0,0.0
1030,Czechia,EU,Europe,2021-08-31,1679189,30404,0,0.0,0.0,-1.0
1031,Czechia,EU,Europe,2021-09-30,1691489,30459,0,0.01,0.0,
1032,Czechia,EU,Europe,2021-10-31,1762902,30753,0,0.04,0.01,
1033,Czechia,EU,Europe,2021-11-06,1810395,30985,0,0.03,0.01,
1034,Denmark,EU,Europe,2020-01-31,0,0,0,,,
1035,Denmark,EU,Europe,2020-02-29,3,0,0,inf,,
1036,Denmark,EU,Europe,2020-03-31,3039,90,77,1012.0,inf,inf
1037,Denmark,EU,Europe,2020-04-30,9356,452,6741,2.08,4.02,86.55
1038,Denmark,EU,Europe,2020-05-31,11869,574,10560,0.27,0.27,0.57
1039,Denmark,EU,Europe,2020-06-30,12968,605,11849,0.09,0.05,0.12
1040,Denmark,EU,Europe,2020-07-31,14028,615,12780,0.08,0.02,0.08
1041,Denmark,EU,Europe,2020-08-31,17410,624,15593,0.24,0.01,0.22
1042,Denmark,EU,Europe,2020-09-30,28479,650,21197,0.64,0.04,0.36
1043,Denmark,EU,Europe,2020-10-31,46863,721,35020,0.65,0.11,0.65
1044,Denmark,EU,Europe,2020-12-31,164116,1298,127844,2.5,0.8,2.65
1045,Denmark,EU,Europe,2021-01-31,199156,2126,187996,0.21,0.64,0.47
1046,Denmark,EU,Europe,2021-02-28,211883,2362,202868,0.06,0.11,0.08
1047,Denmark,EU,Europe,2021-03-31,231295,2420,219676,0.09,0.02,0.08
1048,Denmark,EU,Europe,2021-04-30,251249,2484,238450,0.09,0.03,0.09
1049,Denmark,EU,Europe,2021-05-31,281985,2517,266182,0.12,0.01,0.12
1050,Denmark,EU,Europe,2021-06-30,294503,2535,289000,0.04,0.01,0.09
1051,Denmark,EU,Europe,2021-07-31,317909,2551,304203,0.08,0.01,0.05
1052,Denmark,EU,Europe,2021-08-31,347028,2586,0,0.09,0.01,-1.0
1053,Denmark,EU,Europe,2021-09-30,360550,2658,0,0.04,0.03,
1054,Denmark,EU,Europe,2021-10-31,390727,2716,0,0.08,0.02,
1055,Denmark,EU,Europe,2021-11-06,403590,2740,0,0.03,0.01,
1056,Djibouti,AF,Africa,2020-01-31,0,0,0,,,
1057,Djibouti,AF,Africa,2020-02-29,0,0,0,,,
1058,Djibouti,AF,Africa,2020-03-31,30,0,0,inf,,
1059,Djibouti,AF,Africa,2020-04-30,1089,2,642,35.3,inf,inf
1060,Djibouti,AF,Africa,2020-05-31,3354,24,1504,2.08,11.0,1.34
1061,Djibouti,AF,Africa,2020-06-30,4682,54,4524,0.4,1.25,2.01
1062,Djibouti,AF,Africa,2020-07-31,5084,58,4999,0.09,0.07,0.1
1063,Djibouti,AF,Africa,2020-08-31,5387,60,5323,0.06,0.03,0.06
1064,Djibouti,AF,Africa,2020-09-30,5416,61,5344,0.01,0.02,0.0
1065,Djibouti,AF,Africa,2020-10-31,5561,61,5441,0.03,0.0,0.02
1066,Djibouti,AF,Africa,2020-12-31,5831,61,5728,0.05,0.0,0.05
1067,Djibouti,AF,Africa,2021-01-31,5932,63,5845,0.02,0.03,0.02
1068,Djibouti,AF,Africa,2021-02-28,6066,63,5897,0.02,0.0,0.01
1069,Djibouti,AF,Africa,2021-03-31,8002,70,6460,0.32,0.11,0.1
1070,Djibouti,AF,Africa,2021-04-30,11100,143,10708,0.39,1.04,0.66
1071,Djibouti,AF,Africa,2021-05-31,11533,154,11369,0.04,0.08,0.06
1072,Djibouti,AF,Africa,2021-06-30,11602,155,11443,0.01,0.01,0.01
1073,Djibouti,AF,Africa,2021-07-31,11651,156,11490,0.0,0.01,0.0
1074,Djibouti,AF,Africa,2021-08-31,11750,157,0,0.01,0.01,-1.0
1075,Djibouti,AF,Africa,2021-09-30,12811,167,0,0.09,0.06,
1076,Djibouti,AF,Africa,2021-10-31,13478,181,0,0.05,0.08,
1077,Djibouti,AF,Africa,2021-11-06,13491,186,0,0.0,0.03,
1078,Dominica,NA,North America,2020-01-31,0,0,0,,,
1079,Dominica,NA,North America,2020-02-29,0,0,0,,,
1080,Dominica,NA,North America,2020-03-31,12,0,0,inf,,
1081,Dominica,NA,North America,2020-04-30,16,0,13,0.33,,inf
1082,Dominica,NA,North America,2020-05-31,16,0,16,0.0,,0.23
1083,Dominica,NA,North America,2020-06-30,18,0,18,0.12,,0.12
1084,Dominica,NA,North America,2020-07-31,18,0,18,0.0,,0.0
1085,Dominica,NA,North America,2020-08-31,20,0,18,0.11,,0.0
1086,Dominica,NA,North America,2020-09-30,30,0,24,0.5,,0.33
1087,Dominica,NA,North America,2020-10-31,50,0,33,0.67,,0.38
1088,Dominica,NA,North America,2020-12-31,88,0,83,0.76,,1.52
1089,Dominica,NA,North America,2021-01-31,117,0,106,0.33,,0.28
1090,Dominica,NA,North America,2021-02-28,142,0,127,0.21,,0.2
1091,Dominica,NA,North America,2021-03-31,161,0,153,0.13,,0.2
1092,Dominica,NA,North America,2021-04-30,174,0,172,0.08,,0.12
1093,Dominica,NA,North America,2021-05-31,188,0,186,0.08,,0.08
1094,Dominica,NA,North America,2021-06-30,193,0,191,0.03,,0.03
1095,Dominica,NA,North America,2021-07-31,210,0,200,0.09,,0.05
1096,Dominica,NA,North America,2021-08-31,1638,4,0,6.8,inf,-1.0
1097,Dominica,NA,North America,2021-09-30,3481,20,0,1.13,4.0,
1098,Dominica,NA,North America,2021-10-31,4823,32,0,0.39,0.6,
1099,Dominica,NA,North America,2021-11-06,4961,32,0,0.03,0.0,
1100,Dominican Republic,NA,North America,2020-01-31,0,0,0,,,
1101,Dominican Republic,NA,North America,2020-02-29,0,0,0,,,
1102,Dominican Republic,NA,North America,2020-03-31,1109,51,5,inf,inf,inf
1103,Dominican Republic,NA,North America,2020-04-30,6972,301,1301,5.29,4.9,259.2
1104,Dominican Republic,NA,North America,2020-05-31,17285,502,10559,1.48,0.67,7.12
1105,Dominican Republic,NA,North America,2020-06-30,32568,747,17580,0.88,0.49,0.66
1106,Dominican Republic,NA,North America,2020-07-31,69649,1160,36470,1.14,0.55,1.07
1107,Dominican Republic,NA,North America,2020-08-31,94715,1710,68082,0.36,0.47,0.87
1108,Dominican Republic,NA,North America,2020-09-30,112209,2105,87629,0.18,0.23,0.29
1109,Dominican Republic,NA,North America,2020-10-31,127018,2245,104862,0.13,0.07,0.2
1110,Dominican Republic,NA,North America,2020-12-31,170785,2414,131185,0.34,0.08,0.25
1111,Dominican Republic,NA,North America,2021-01-31,214060,2666,157533,0.25,0.1,0.2
1112,Dominican Republic,NA,North America,2021-02-28,239617,3100,191338,0.12,0.16,0.21
1113,Dominican Republic,NA,North America,2021-03-31,252727,3325,212156,0.05,0.07,0.11
1114,Dominican Republic,NA,North America,2021-04-30,266561,3480,226392,0.05,0.05,0.07
1115,Dominican Republic,NA,North America,2021-05-31,292786,3628,241596,0.1,0.04,0.07
1116,Dominican Republic,NA,North America,2021-06-30,325221,3822,266079,0.11,0.05,0.1
1117,Dominican Republic,NA,North America,2021-07-31,341905,3963,323333,0.05,0.04,0.22
1118,Dominican Republic,NA,North America,2021-08-31,350173,4008,0,0.02,0.01,-1.0
1119,Dominican Republic,NA,North America,2021-09-30,359047,4046,0,0.03,0.01,
1120,Dominican Republic,NA,North America,2021-10-31,381667,4130,0,0.06,0.02,
1121,Dominican Republic,NA,North America,2021-11-06,387269,4150,0,0.01,0.0,
1122,Ecuador,SA,South America,2020-01-31,0,0,0,,,
1123,Ecuador,SA,South America,2020-02-29,0,0,0,,,
1124,Ecuador,SA,South America,2020-03-31,2240,75,54,inf,inf,inf
1125,Ecuador,SA,South America,2020-04-30,24934,900,1558,10.13,11.0,27.85
1126,Ecuador,SA,South America,2020-05-31,39098,3358,19592,0.57,2.73,11.58
1127,Ecuador,SA,South America,2020-06-30,56432,4527,27594,0.44,0.35,0.41
1128,Ecuador,SA,South America,2020-07-31,85355,5702,36044,0.51,0.26,0.31
1129,Ecuador,SA,South America,2020-08-31,113767,6556,101669,0.33,0.15,1.82
1130,Ecuador,SA,South America,2020-09-30,137047,11355,112296,0.2,0.73,0.1
1131,Ecuador,SA,South America,2020-10-31,168192,12670,141759,0.23,0.12,0.26
1132,Ecuador,SA,South America,2020-12-31,212512,14034,184507,0.26,0.11,0.3
1133,Ecuador,SA,South America,2021-01-31,250828,14859,209814,0.18,0.06,0.14
1134,Ecuador,SA,South America,2021-02-28,286155,15811,247898,0.14,0.06,0.18
1135,Ecuador,SA,South America,2021-03-31,328755,16847,281684,0.15,0.07,0.14
1136,Ecuador,SA,South America,2021-04-30,381862,18631,318598,0.16,0.11,0.13
1137,Ecuador,SA,South America,2021-05-31,426037,20572,375151,0.12,0.1,0.18
1138,Ecuador,SA,South America,2021-06-30,458504,21560,423688,0.08,0.05,0.13
1139,Ecuador,SA,South America,2021-07-31,487372,31631,443880,0.06,0.47,0.05
1140,Ecuador,SA,South America,2021-08-31,501201,32244,0,0.03,0.02,-1.0
1141,Ecuador,SA,South America,2021-09-30,509238,32762,0,0.02,0.02,
1142,Ecuador,SA,South America,2021-10-31,515859,32958,0,0.01,0.01,
1143,Ecuador,SA,South America,2021-11-06,519386,32989,0,0.01,0.0,
1144,Egypt,AF,Africa,2020-01-31,0,0,0,,,
1145,Egypt,AF,Africa,2020-02-29,1,0,1,inf,,inf
1146,Egypt,AF,Africa,2020-03-31,710,46,157,709.0,inf,156.0
1147,Egypt,AF,Africa,2020-04-30,5537,392,1381,6.8,7.52,7.8
1148,Egypt,AF,Africa,2020-05-31,24985,959,6037,3.51,1.45,3.37
1149,Egypt,AF,Africa,2020-06-30,68311,2953,18460,1.73,2.08,2.06
1150,Egypt,AF,Africa,2020-07-31,94078,4805,39638,0.38,0.63,1.15
1151,Egypt,AF,Africa,2020-08-31,98939,5421,72929,0.05,0.13,0.84
1152,Egypt,AF,Africa,2020-09-30,103198,5930,96494,0.04,0.09,0.32
1153,Egypt,AF,Africa,2020-10-31,107555,6266,99452,0.04,0.06,0.03
1154,Egypt,AF,Africa,2020-12-31,138062,7631,112105,0.28,0.22,0.13
1155,Egypt,AF,Africa,2021-01-31,165951,9316,129636,0.2,0.22,0.16
1156,Egypt,AF,Africa,2021-02-28,182424,10688,140892,0.1,0.15,0.09
1157,Egypt,AF,Africa,2021-03-31,202131,11995,154694,0.11,0.12,0.1
1158,Egypt,AF,Africa,2021-04-30,227552,13339,170773,0.13,0.11,0.1
1159,Egypt,AF,Africa,2021-05-31,262650,15096,192112,0.15,0.13,0.12
1160,Egypt,AF,Africa,2021-06-30,281282,16169,211384,0.07,0.07,0.1
1161,Egypt,AF,Africa,2021-07-31,284262,16524,230368,0.01,0.02,0.09
1162,Egypt,AF,Africa,2021-08-31,288441,16736,0,0.01,0.01,-1.0
1163,Egypt,AF,Africa,2021-09-30,304524,17331,0,0.06,0.04,
1164,Egypt,AF,Africa,2021-10-31,331017,18651,0,0.09,0.08,
1165,Egypt,AF,Africa,2021-11-06,336582,19011,0,0.02,0.02,
1166,El Salvador,NA,North America,2020-01-31,0,0,0,,,
1167,El Salvador,NA,North America,2020-02-29,0,0,0,,,
1168,El Salvador,NA,North America,2020-03-31,32,1,0,inf,inf,
1169,El Salvador,NA,North America,2020-04-30,395,10,119,11.34,9.0,inf
1170,El Salvador,NA,North America,2020-05-31,2517,46,1040,5.37,3.6,7.74
1171,El Salvador,NA,North America,2020-06-30,6438,174,3770,1.56,2.78,2.62
1172,El Salvador,NA,North America,2020-07-31,16632,448,8362,1.58,1.57,1.22
1173,El Salvador,NA,North America,2020-08-31,25729,717,14292,0.55,0.6,0.71
1174,El Salvador,NA,North America,2020-09-30,29077,843,23813,0.13,0.18,0.67
1175,El Salvador,NA,North America,2020-10-31,33826,975,29186,0.16,0.16,0.23
1176,El Salvador,NA,North America,2020-12-31,46242,1327,45960,0.37,0.36,0.57
1177,El Salvador,NA,North America,2021-01-31,54966,1623,48711,0.19,0.22,0.06
1178,El Salvador,NA,North America,2021-02-28,60181,1854,55312,0.09,0.14,0.14
1179,El Salvador,NA,North America,2021-03-31,64726,2006,61640,0.08,0.08,0.11
1180,El Salvador,NA,North America,2021-04-30,69198,2124,64876,0.07,0.06,0.05
1181,El Salvador,NA,North America,2021-05-31,73702,2249,68803,0.07,0.06,0.06
1182,El Salvador,NA,North America,2021-06-30,78766,2381,72572,0.07,0.06,0.05
1183,El Salvador,NA,North America,2021-07-31,86620,2629,76265,0.1,0.1,0.05
1184,El Salvador,NA,North America,2021-08-31,94060,2918,0,0.09,0.11,-1.0
1185,El Salvador,NA,North America,2021-09-30,104348,3234,0,0.11,0.11,
1186,El Salvador,NA,North America,2021-10-31,113422,3629,0,0.09,0.12,
1187,El Salvador,NA,North America,2021-11-06,116258,3675,0,0.03,0.01,
1188,Equatorial Guinea,AF,Africa,2020-01-31,0,0,0,,,
1189,Equatorial Guinea,AF,Africa,2020-02-29,0,0,0,,,
1190,Equatorial Guinea,AF,Africa,2020-03-31,12,0,1,inf,,inf
1191,Equatorial Guinea,AF,Africa,2020-04-30,315,1,9,25.25,inf,8.0
1192,Equatorial Guinea,AF,Africa,2020-05-31,1306,12,200,3.15,11.0,21.22
1193,Equatorial Guinea,AF,Africa,2020-06-30,2001,32,515,0.53,1.67,1.58
1194,Equatorial Guinea,AF,Africa,2020-07-31,4821,83,2182,1.41,1.59,3.24
1195,Equatorial Guinea,AF,Africa,2020-08-31,4941,83,3884,0.02,0.0,0.78
1196,Equatorial Guinea,AF,Africa,2020-09-30,5030,83,4769,0.02,0.0,0.23
1197,Equatorial Guinea,AF,Africa,2020-10-31,5088,83,4965,0.01,0.0,0.04
1198,Equatorial Guinea,AF,Africa,2020-12-31,5277,86,5136,0.04,0.04,0.03
1199,Equatorial Guinea,AF,Africa,2021-01-31,5516,86,5286,0.05,0.0,0.03
1200,Equatorial Guinea,AF,Africa,2021-02-28,6005,91,5622,0.09,0.06,0.06
